respondent_id,h1n1_probability,seasonal_flu_probability
62,0.8990517134158068,0.6672937006911714
63,0.9717802614628657,0.8895342799653897
64,0.5229234210715625,0.3658888417574656
65,0.9717627840878931,0.8419587593933114
66,0.9337694113000592,0.9532664900525583
67,0.7047260148981969,0.28655843326812025
68,0.9335537917118946,0.19621991068664524
69,0.9542371249245473,0.5059748955616878
70,0.9594112666371366,0.9087981540798997
71,0.7867570409826797,0.09337532154662498
72,0.8704151212436333,0.7235285966103151
73,0.8259684356733035,0.11949849700479376
74,0.46205291873480303,0.3930901683210809
75,0.7008078252706944,0.15660882714226687
76,0.7798228053279674,0.12085970253600087
77,0.7488358825544505,0.446031370152304
78,0.6618136289877947,0.1172375622025369
79,0.9198006242748181,0.8050330225065203
80,0.904359418317181,0.41547112459021285
81,0.5571860172949796,0.4091193541184227
82,0.62852561349931,0.2843729659178592
83,0.27978830845131686,0.07073555165173517
84,0.3960200277870103,0.16782016996127513
85,0.9491960542670003,0.8766809261558578
86,0.9257022062829763,0.8172138919274059
87,0.9464108914971207,0.5703031381465724
88,0.9600180659465178,0.9297152578536241
89,0.8759056910521035,0.8302789907755512
90,0.8058289698708792,0.20822127982812277
91,0.9873971900305575,0.9230847454325961
92,0.7202376831549506,0.5520231394590702
93,0.6164567743193531,0.6406206027886547
94,0.23633281304151166,0.03941617008345033
95,0.3988044599331966,0.09612439498834502
96,0.8108655485074664,0.9627768086591049
97,0.8626905688327098,0.5541888979045089
98,0.6800565289570265,0.8861550753163766
99,0.08459901973931006,0.1727082869691885
100,0.3086255842884945,0.2433418335175005
101,0.9590696335507531,0.6745340920892277
102,0.9791651374172948,0.8110349579379572
103,0.9590502205268648,0.9267038373780705
104,0.7021925717843582,0.42099257209088015
105,0.8547119707696147,0.9244524358846823
106,0.9377357642826057,0.44648264485702027
107,0.1882179697396148,0.1326649702278493
108,0.9551404804928221,0.7916078063089006
109,0.4727573226862386,0.14269687798832364
110,0.9640504815783341,0.5511512401890661
111,0.8692231419877033,0.6023865013859411
112,0.887317849245177,0.43907981783762495
113,0.8803293478445662,0.5016373271105707
114,0.7990284671685122,0.5560272062114814
115,0.8942522946260335,0.48815520102681664
116,0.9108103834880248,0.6890565069537224
117,0.967460637932524,0.8178237344573165
118,0.9348394614241494,0.7542903567099849
119,0.24197072084469606,0.05457310330002385
120,0.3556058046796975,0.27717192357253884
121,0.8649604054013146,0.822037464245642
122,0.8787610671146119,0.36341030446043054
123,0.9075836173282065,0.47597110755988425
124,0.6524372614210503,0.4086496286066068
125,0.8606888793258171,0.08199748968346676
126,0.9243978858359996,0.4667172337700888
127,0.7647422112942719,0.5314375449942836
128,0.9029599740427253,0.35049368160324423
129,0.7924429306404697,0.8775977151315622
130,0.9163320505190223,0.21578879424194297
131,0.8314256937985288,0.3940845461643836
132,0.8718300290379972,0.22287997424133799
133,0.22262804543156944,0.05678834791031018
134,0.8521203194826618,0.5060144845914976
135,0.870328401724589,0.48172952493745413
136,0.9676099735094643,0.9852235680309652
137,0.7812803503343717,0.19850782935609212
138,0.8418863439023424,0.5663547308614612
139,0.9540004913291104,0.6665781681072165
140,0.9162436044787688,0.6105386214147575
141,0.7801404182425018,0.6989723869940565
142,0.8423603967765626,0.847031583391332
143,0.31209325949748734,0.11562283244368521
144,0.6240067518443373,0.024173682680561637
145,0.6747169993651587,0.4062605857951028
146,0.9458675736438482,0.9348729632723749
147,0.8153647606602742,0.8697188094963018
148,0.6224242550837893,0.13110892548032227
149,0.910946825235224,0.4003943292125015
150,0.9715960258133991,0.5582194510016805
151,0.8966688602939421,0.6808467069727728
152,0.9029532909801601,0.37195806161343925
153,0.8650237371249336,0.6818081405201107
154,0.9280760246345477,0.77008577013193
155,0.7817072691553024,0.30826970510807195
156,0.8187334062402323,0.6596088932343617
157,0.8791657746721193,0.07015718432672491
158,0.9395367719768065,0.8704604729002604
159,0.9196826455456792,0.8560710199903403
160,0.9501967797625162,0.9156747614014731
161,0.9026114835262617,0.5625478817997779
162,0.8018798413642888,0.6546634442533481
163,0.43354466763019217,0.6078665596069868
164,0.8264087826052724,0.6209159591168598
165,0.24978204812559435,0.10209295047427602
166,0.9114807746737973,0.28955606203618645
167,0.8222565062267607,0.8648856724334416
168,0.8376400664160623,0.7574914729391922
169,0.5564684515845933,0.08876138514876408
170,0.9751205983094896,0.9091347454871305
171,0.8677311431156587,0.8161250494835024
172,0.9396547779269697,0.9273711604900234
173,0.8367616603466652,0.48177651328222837
174,0.7391800571416698,0.7141369072143273
175,0.9107931184646861,0.8004069279579412
176,0.9906361637845279,0.938528560275833
177,0.9244356402986021,0.43093412667061703
178,0.867624766175862,0.5101225581129115
179,0.9876035770899346,0.7940781294461993
180,0.4166089861011294,0.23500728753023403
181,0.9292876130223319,0.7837840238928943
182,0.9307675635214153,0.8529024375597205
183,0.943880756880923,0.442071064872781
184,0.8474353610955352,0.1152643264399853
185,0.9231015929433368,0.8863022816170989
186,0.957488787435177,0.8170685488937393
187,0.513734549786729,0.4606361431628522
188,0.8515386072841911,0.5131056600289867
189,0.49263104936086344,0.5523002811604109
190,0.3310110574803239,0.10405751047082346
191,0.6658123750391469,0.34446402584524605
192,0.9373054137710681,0.9004205268832266
193,0.5140986462144492,0.8436971010934675
194,0.7665358504602132,0.7492726412942331
195,0.7063141646627833,0.6411141860857204
196,0.938938118495039,0.8091790389067453
197,0.9420920586481365,0.7279723733487555
198,0.5325737214474011,0.41532766553952416
199,0.8674070371444533,0.8382541249930662
200,0.8351044961281135,0.06604693527735839
201,0.9002438783981905,0.26143449528370666
202,0.7695228085809336,0.40257813315949786
203,0.9464963043582681,0.4341749868191703
204,0.8638768148735464,0.9629004152421442
205,0.17806103325529554,0.024210891388122158
206,0.7175104959797479,0.5961404945999595
207,0.8906304103815189,0.8456390986210209
208,0.34795169311356755,0.07312065097245524
209,0.9529636395686962,0.7584440225078382
210,0.9552926552338311,0.8499719889123832
211,0.834683369430154,0.05406030002991069
212,0.6139679447586746,0.5536124264904316
213,0.8825609072727056,0.06880801421869287
214,0.9551624676971259,0.8994024532969938
215,0.930965029886055,0.7786528218447574
216,0.9670240206437236,0.5118809155923103
217,0.8845313963600797,0.47714952963427637
218,0.6552694060980353,0.5895628440019581
219,0.8765018941727918,0.4956099338995906
220,0.9537786146585876,0.7073383868596105
221,0.48708076237774167,0.3807266246855
222,0.8338971515280296,0.038604769495395375
223,0.8491421886699453,0.3044240458598628
224,0.8482306069323944,0.05815130533312951
225,0.95431809899958,0.845581901209699
226,0.9881580082013947,0.8352519761832194
227,0.6333132102288397,0.7803893434365547
228,0.7317297171004642,0.18020364782652487
229,0.791766597132313,0.5262695408189695
230,0.967504185505988,0.9219421733443898
231,0.598190040112549,0.05700931267483367
232,0.9532532982584297,0.7084467109817901
233,0.9354559781364349,0.5370851212818859
234,0.8067356237849803,0.17931274571437794
235,0.9748951927168582,0.7629856265740543
236,0.9472879704694204,0.6401634909218148
237,0.8576234600359272,0.08149927936356305
238,0.9317489847537063,0.804192639765654
239,0.7695542696724231,0.8155368012033363
240,0.7950265331529993,0.6145518262586659
241,0.7196992041350854,0.5651874787295936
242,0.9518790152519736,0.8107364007229914
243,0.5652673819492662,0.2031974288649333
244,0.8872515121723976,0.1318282514633502
245,0.8597708455912341,0.6614140584933275
246,0.7335007501997035,0.6611304974338813
247,0.7267711142323368,0.05404715788516612
248,0.44720852250102705,0.7667168994042698
249,0.9747569860778964,0.941027185599063
250,0.8061386558854179,0.08909629511429873
251,0.9463145413986163,0.9210445747477841
252,0.4561199635882601,0.852976014076687
253,0.8919751986878938,0.5706764251164713
254,0.9722228264511042,0.19637724381597432
255,0.10947324355857369,0.02995270599808475
256,0.6844613091919824,0.2164901770890968
257,0.9437412071779909,0.5766271853379512
258,0.8012026141470576,0.3675060288010047
259,0.7937849575677365,0.35905920228592747
260,0.8540514740119731,0.7521610077393632
261,0.662975608399863,0.5580431532147221
262,0.9183993112518992,0.8628348616797084
263,0.8936270214482405,0.43961172038708485
264,0.8948213208268923,0.5251079130001632
265,0.990362458784028,0.9428934245743646
266,0.8979050169792387,0.666479749822168
267,0.8702598540548772,0.0899208000824262
268,0.7734545121271785,0.24779805236523433
269,0.9662263837810549,0.5519816768133842
270,0.502319341958116,0.32944294367636207
271,0.7456093172879714,0.35659280585615727
272,0.8664552988935653,0.7108183917026447
273,0.9218937257464385,0.4123848182988339
274,0.9831330124434609,0.3404924687522085
275,0.8741753839380527,0.3349186864339254
276,0.7531826335470184,0.4024858910590602
277,0.9210453440353353,0.8446712060875952
278,0.8984344901234631,0.4908111063905345
279,0.9808268228892644,0.9614505009320673
280,0.20042949610058436,0.10073878179917495
281,0.9411507865459136,0.6987485976818387
282,0.8953148956127365,0.5263420391099594
283,0.9601953283907796,0.8409619068940142
284,0.8737619165284862,0.4829854969123515
285,0.706845593605504,0.401336337265326
286,0.9046561640545541,0.8220351776925242
287,0.8831406591121285,0.433290148549778
288,0.8558468412991604,0.8775442289336323
289,0.7464896749418939,0.4575704924555968
290,0.606621872241733,0.46196507890335514
291,0.9624569154278064,0.42787691377872394
292,0.822491840888544,0.7233479039521917
293,0.9190249527480321,0.9607562039447448
294,0.9318118144685826,0.8192629361274286
295,0.2868941579988905,0.0652261612246966
296,0.8430991249536733,0.23838059564002567
297,0.9581628479923473,0.8998851355296312
298,0.11697636494582175,0.05736261846268631
299,0.7674777722021013,0.6120405543491296
300,0.5341689541734043,0.11935637499118534
301,0.891353116166169,0.4908603999647291
302,0.931689764866555,0.7515350849239102
303,0.8931081480557217,0.45902737679290995
304,0.922630896261678,0.8456778568710973
305,0.9481765415568799,0.7629159571731863
306,0.8916978920007274,0.2251568080448978
307,0.6989702839406164,0.6744585279337784
308,0.9654862204600738,0.814369360991517
309,0.9759029159281903,0.8060466672209567
310,0.49045535061733514,0.7902653545823545
311,0.4293592411522895,0.43912452027637616
312,0.8338397294219183,0.6119133517325828
313,0.964645568306845,0.91323888613285
314,0.7641384942033038,0.23096704342840413
315,0.8133076544396283,0.483648176825625
316,0.7509638746850206,0.3411673352468839
317,0.885255508844052,0.8859957693028038
318,0.8627723131871071,0.8925811457472654
319,0.8876616404871834,0.36967727931509786
320,0.5403049117190868,0.4133441484850092
321,0.5845096361981258,0.17968922250558328
322,0.9418257209238896,0.6888333249833903
323,0.9708965249157515,0.7261633579919184
324,0.6130253830855994,0.08557718171758233
325,0.7652899651794502,0.35076148148602104
326,0.8487404486643169,0.36626333373683717
327,0.9700277537160624,0.9602515664604738
328,0.7115740950949142,0.568026984417576
329,0.9718415427719721,0.8859692671502917
330,0.42691957817718085,0.3048100081759494
331,0.9303791594876653,0.8740727245064883
332,0.986931660842002,0.8287889802923266
333,0.908661204476957,0.866624043620665
334,0.9651958792239048,0.8844122731373303
335,0.4645950839805558,0.17583802984288266
336,0.6731175378450323,0.19234273946860425
337,0.500421121172997,0.1000044296657977
338,0.907806632133854,0.7911502273810948
339,0.9529192634987218,0.21385048075135782
340,0.931517835417627,0.8739346168866725
341,0.9680943039148948,0.3450701155844772
342,0.7508986179615081,0.052140417590535115
343,0.9472083784722835,0.5540996241856255
344,0.8900034102653254,0.4270057392167519
345,0.37617236328586534,0.18989063230683767
346,0.9120519217282479,0.8383748634870967
347,0.1963649088857864,0.10665992970910387
348,0.9278603150904082,0.5913302309037562
349,0.19829360757654158,0.06112677475564132
350,0.7982976576725578,0.5447927143650192
351,0.8530286559957014,0.2425817455670608
352,0.8962909921514121,0.8145442310084643
353,0.7511247721286708,0.7277442326624923
354,0.44204217936900636,0.21834942580692096
355,0.9012455718869441,0.5356438186252224
356,0.9091697507657216,0.9530499098160703
357,0.9027161003375023,0.5671579349285729
358,0.9426361058715855,0.7725894562425024
359,0.9088483852300134,0.8889454633877057
360,0.961215461417087,0.8328327381703179
361,0.1899816599856714,0.018935868159398073
362,0.960704873532312,0.17308953263464832
363,0.7330370574550906,0.7292081824635388
364,0.8742679137708118,0.5348950832482345
365,0.432964563590449,0.17217029871259437
366,0.08685124007406919,0.018784068286579525
367,0.8896675613375006,0.6245381242745401
368,0.3753695778135294,0.2550133188434517
369,0.9830401877150665,0.9188805940225289
370,0.8203579931150368,0.23190560811965621
371,0.8828684309493476,0.1525770048615699
372,0.8609679979622259,0.9311046260748241
373,0.7845856983864998,0.12544988972843507
374,0.9241689982951233,0.33256366101199597
375,0.9084361398690508,0.36013733700862527
376,0.5171245657159497,0.22295781527947
377,0.5945245396116106,0.07660630741540597
378,0.8660008537163343,0.9060597457942197
379,0.9435645062037793,0.4932613586856741
380,0.5863135632537169,0.4148935790946424
381,0.9208504740127093,0.1771363342543848
382,0.7661044923347153,0.5894095604001036
383,0.9499537153985834,0.8712448696472693
384,0.9077610978389115,0.5082540710995969
385,0.9739056587806251,0.803698947415044
386,0.6256801647506721,0.2301783426466134
387,0.6934013255217235,0.7517108957577275
388,0.7899956469432772,0.5584041371380142
389,0.9456305793195385,0.9700478734062661
390,0.9704270356759318,0.6849577963905958
391,0.8966652899815352,0.7778144833090019
392,0.7825172610496897,0.10695335821050056
393,0.7164170294344372,0.3762895001529759
394,0.9447537109268034,0.47015149906975306
395,0.8247937982676764,0.894253365976313
396,0.7408275338208206,0.39163028206015005
397,0.9504580765849772,0.8995293954654735
398,0.9355939571287136,0.42508858725854093
399,0.606254683750018,0.4987240583805138
400,0.7900885133484079,0.3405592942600889
401,0.2980462596297506,0.03844811935184178
402,0.18719830903625023,0.15194898591851236
403,0.8745835642195756,0.3454816310474911
404,0.8537934010671334,0.847775658451555
405,0.9237981235599465,0.7685265885508433
406,0.9018218999684675,0.3246590905021731
407,0.9082012666732859,0.10730750256177168
408,0.8283733055126734,0.8889593706711267
409,0.8230653643966251,0.5759063988332301
410,0.9499497123627215,0.17890101719984897
411,0.8849552111848338,0.4922011225494003
412,0.9823452163229728,0.7553910019648741
413,0.597025044002202,0.04995241847181631
414,0.9455283133231742,0.08065524101554955
415,0.7115983003088938,0.09183310399649103
416,0.879920372420083,0.9597244547826178
417,0.9834791788234426,0.9517245004382627
418,0.9872082040703474,0.9717432749817291
419,0.9361451222190111,0.4430222850762341
420,0.8008428512811947,0.8253627364228739
421,0.9655206480227093,0.647716596803604
422,0.9272630530322656,0.23340285112150638
423,0.928429601610938,0.8547295936561439
424,0.9844473119760021,0.8832059153584049
425,0.8688930199333657,0.6905663896224461
426,0.9407892004218321,0.7375784321120266
427,0.5358510303209947,0.44137833230340884
428,0.8569256417171295,0.6611104358040177
429,0.8662515209459241,0.4593480420659215
430,0.5403475874174131,0.04500433005543203
431,0.9743474304947267,0.9310134451277984
432,0.9904345862100431,0.9800168598359005
433,0.4794924955805854,0.9076897272393076
434,0.9421323835008136,0.6822556540258967
435,0.9521180539540408,0.9734363995625126
436,0.8502077553734484,0.16619075830468144
437,0.8057560690782425,0.5073318479620885
438,0.8128538265939542,0.7285330972064235
439,0.9173069729539925,0.8802722973714381
440,0.9170325176308294,0.9498454765103814
441,0.9229895878406132,0.8037546800595665
442,0.9522259825609111,0.7386686679346518
443,0.7606779057706492,0.6384893798865434
444,0.6340377365639245,0.6059316709947974
445,0.9272761356258387,0.11226091603553745
446,0.9062078679736726,0.05073182066927451
447,0.9017013308101609,0.10917101485348746
448,0.7442463229749657,0.5843592844103687
449,0.9184945672966116,0.11131865462749513
450,0.9251562406232952,0.8057402517472132
451,0.46635724052968286,0.3126667652517756
452,0.9306667274723261,0.7037817199019907
453,0.8456687919540541,0.677773077297379
454,0.8395800139444218,0.8770983231172841
455,0.9635220626163037,0.910885758217663
456,0.8957556445448345,0.7649975212397704
457,0.701379892971437,0.2307708692767514
458,0.9425904798349998,0.7837967763507978
459,0.8674091683551397,0.483268904584203
460,0.45244032456243877,0.730176463810164
461,0.8714474552974264,0.4017131522789995
462,0.7558987368668063,0.17237188067466813
463,0.9243592805978458,0.5644686332164073
464,0.9153288117714535,0.7226661592053598
465,0.9775154085725535,0.7415043543736498
466,0.9126359855703364,0.8650916581755366
467,0.9822534122958544,0.9786180617244999
468,0.8756145765450758,0.6717455888965786
469,0.3038130185249506,0.1494821815671945
470,0.8415558796008337,0.558672480231394
471,0.9719685594905043,0.964697814488486
472,0.912361015926845,0.823342917821198
473,0.6692478040496888,0.45810726487560205
474,0.8363086167767767,0.4960457722386631
475,0.9153170760055389,0.8492458445120294
476,0.773234526064028,0.05476894405246491
477,0.5390555954075176,0.5796637252057295
478,0.9495816591523877,0.6436588704042302
479,0.9651632940891397,0.8086739083151774
480,0.8588902388898882,0.6906705414526146
481,0.9265066366985105,0.9601960083078271
482,0.8606392346371673,0.05797506958955678
483,0.8305256790511195,0.8083318003557186
484,0.9023520528103249,0.5806352330669344
485,0.8122295480775569,0.3062625171812191
486,0.6096939847048062,0.25946678347911944
487,0.9667229794246377,0.9474784215384884
488,0.9630757049356568,0.7335746152094107
489,0.9464419191400871,0.6483044843308556
490,0.3834668325002538,0.1882755901802824
491,0.9877895372456489,0.7398689978611757
492,0.4913830222554676,0.12709199715150243
493,0.5937376011047533,0.28669004434474665
494,0.8435097695344824,0.6736789777151173
495,0.45079632194922437,0.19778847579700876
496,0.8818577909441253,0.7092904634253936
497,0.949965646820858,0.9185946144857525
498,0.21232456793748566,0.05268590997971534
499,0.9266693384034964,0.47300607180863097
500,0.8911518845114884,0.7883707842216083
501,0.8818920510118945,0.17312834233675323
502,0.3886964026901699,0.2010789896901254
503,0.7962497624316096,0.24833771317275066
504,0.09246004039925193,0.05874228233247114
505,0.6276400806318028,0.35961414002170133
506,0.7517391739173227,0.42063605074804833
507,0.7707806625950644,0.3593452028392985
508,0.8966780329005933,0.8355632272179764
509,0.9449207829031719,0.7313171778559
510,0.9517837613391043,0.7861656755787688
511,0.9714609001046992,0.9467525997990942
512,0.9948971254491088,0.4604123168439369
513,0.9479583410504244,0.7459922449563352
514,0.8855205185823383,0.641046209475953
515,0.9647814791449574,0.9245426547260382
516,0.9109487402588758,0.7977703904654808
517,0.47392201516200005,0.14583796253640047
518,0.9371623717387492,0.854632890959919
519,0.7254776919992584,0.09541745686980774
520,0.838105860040049,0.116342557521396
521,0.9642908259637155,0.9127245626220923
522,0.43723877657062105,0.6156278980524259
523,0.8974476263438601,0.7998998808855371
524,0.943575764763945,0.7576315053512706
525,0.2638020604688982,0.04374678340639626
526,0.7556282755947055,0.30859069389775995
527,0.8690659543258243,0.31980232842975653
528,0.5051606776029707,0.23400399955328022
529,0.7743669780907679,0.20950480618647127
530,0.8882134596150632,0.5057641087461808
531,0.8815283882936094,0.8544087890980205
532,0.9635184580112954,0.47383338985512635
533,0.9879565078481233,0.9293807829683807
534,0.9610264870923936,0.257911272124832
535,0.7928523483732492,0.7725894562425024
536,0.9231517450576879,0.5842284920182388
537,0.866656440284809,0.03219985601351549
538,0.7857023110020271,0.6963834808171887
539,0.765229898203837,0.47331348601263845
540,0.9113695785542735,0.8705349876040034
541,0.9258063055564312,0.9583195192369398
542,0.8531908591458629,0.7168019852229404
543,0.5195276779581048,0.15091193920379875
544,0.8719277166902364,0.07667385271036908
545,0.9729488979758184,0.7965617032431238
546,0.5551882160814957,0.2688548202098944
547,0.4816661472058037,0.7254215059040867
548,0.7528096306235728,0.6767960607992636
549,0.9785132892124014,0.8692237686472613
550,0.933675463374932,0.6719622693339131
551,0.9488258338763835,0.8407705557991874
552,0.9623733898763103,0.8829322368863279
553,0.6623280412757468,0.5381156873057319
554,0.7274565330047393,0.5561063763759297
555,0.9456979558049052,0.8965672730475001
556,0.9616916897303526,0.8631369708686276
557,0.40786359098302427,0.9651161649587622
558,0.947853981590345,0.5561928758093477
559,0.924712157774294,0.35866961573015954
560,0.897640846314759,0.8426677954390855
561,0.9126276662205655,0.5454762281369607
562,0.9139778224477642,0.7429451047394162
563,0.8966543832037365,0.6878783835277693
564,0.8693964261869702,0.6895371976350262
565,0.868599765268546,0.5265462472365466
566,0.9133574847186827,0.697030226525472
567,0.9098530444980075,0.8683817524393491
568,0.9377837214194809,0.9278316410715974
569,0.5316562664826545,0.4066525520075921
570,0.9283523078713171,0.4249624897732476
571,0.9441103691108228,0.5048574583119825
572,0.9929219932276249,0.9780125288742678
573,0.9739962040260309,0.31547296616547604
574,0.5078310731465134,0.6889572137708763
575,0.9713799042809188,0.9847097259156171
576,0.8089228287342328,0.8944038912279731
577,0.5564078636755161,0.313847058135604
578,0.8864701035877877,0.43200826495290445
579,0.5662163603279642,0.3454254068553252
580,0.8275838312555873,0.5594800228038049
581,0.7249704669608852,0.5581646870183791
582,0.9577181226355429,0.6346066840084652
583,0.7784023591184474,0.7722092934788118
584,0.963142069377079,0.7748373784669006
585,0.9754875073424607,0.6762397280562553
586,0.9811343599084406,0.9385294785581383
587,0.8851811894873922,0.036689484403164885
588,0.9325067362901933,0.5597931397246436
589,0.9477013680608456,0.462104512180569
590,0.6403187789042357,0.20099441296744813
591,0.875283764435696,0.6133932078772253
592,0.8578908725455258,0.6845997877489173
593,0.2297934685185703,0.13754161199725845
594,0.9629957746467687,0.9380282446392421
595,0.8999024796819157,0.7963250785171851
596,0.13196905964349603,0.06145138971766917
597,0.4594544255563302,0.03113445874652432
598,0.8855655098265336,0.06833109889761779
599,0.8770907218275932,0.21503327754359136
600,0.8678239876993885,0.05762117623100049
601,0.9421791317286515,0.9020637398347711
602,0.9110776922958875,0.7013354769815561
603,0.24954303143960366,0.05383723332689139
604,0.3599875236401099,0.08632943132169246
605,0.8848283002029879,0.5878781133277984
606,0.8088870824527099,0.49685153760715617
607,0.8620869342103364,0.6433385666401186
608,0.29171178209732085,0.051620337472752076
609,0.9690240764192529,0.9240953461526594
610,0.8441787808005641,0.7291049679194495
611,0.7974179697055763,0.19647791724218766
612,0.9076528021180825,0.09233411254763813
613,0.8488169433514566,0.28503910859967907
614,0.8104332581069069,0.6897015290491347
615,0.9274011173360004,0.6269434122368251
616,0.9852219348582646,0.595946349440132
617,0.9099685953063247,0.39669636345999715
618,0.9292695064162836,0.9902819014220304
619,0.8733581237531672,0.5115052146244341
620,0.9007251421577628,0.4696200578832852
621,0.904675411650326,0.2045864364383585
622,0.43643376926461486,0.09039087999263329
623,0.9885380504839116,0.9862616266188212
624,0.26104494988948923,0.1766220139005732
625,0.8263601729054814,0.5513527015658507
626,0.8872353652158596,0.16470278441328512
627,0.4406056999906335,0.7913509927246751
628,0.9168125207422356,0.8673764047555976
629,0.8974162601930358,0.32555611973973253
630,0.8881266470510697,0.6080641200499572
631,0.9232025267879407,0.31446236348460865
632,0.7888119919831763,0.04615212037272154
633,0.6483571111036535,0.5788039315957658
634,0.7699894116032568,0.3000727400453651
635,0.9082912466436737,0.9470591294831618
636,0.787359035178888,0.1494821815671945
637,0.6927168844803694,0.5772603227775222
638,0.8769323261640609,0.6599120398742075
639,0.9468790782761578,0.059575681680123505
640,0.9740259480199636,0.9229343600095317
641,0.8957738826942789,0.5480964427852082
642,0.6241748816648451,0.3353167597920578
643,0.9869170918574989,0.9476941114528308
644,0.9499152840889146,0.7359871818858076
645,0.4217623139635873,0.0503121248649272
646,0.9308799853413321,0.8970199872274
647,0.9038622142897639,0.6942661498657167
648,0.9073313480699594,0.24611261984603394
649,0.7861586319882035,0.39285151347911484
650,0.887670535495973,0.3360174202417887
651,0.37375258702885417,0.7173294254449647
652,0.968521330767985,0.8653084829857438
653,0.5425362856027127,0.2821140605544685
654,0.8372462258742592,0.0295888348720722
655,0.911418479355907,0.1768298405697475
656,0.9556951891380648,0.815083286065358
657,0.8166106739484996,0.6157912372022406
658,0.9332195480921442,0.8135409933817257
659,0.8946139803300097,0.16818107754802658
660,0.9171885194437963,0.7510242490876997
661,0.3878458435785752,0.289848679381948
662,0.9412418574303758,0.9496781671073413
663,0.7654658081684156,0.640214851120564
664,0.4338740022525628,0.29389284518249426
665,0.9796652741232076,0.9564604141134978
666,0.837919084691964,0.4080882737686897
667,0.8622509204856481,0.9445901013133138
668,0.860214877290172,0.35962239397321405
669,0.26992027315191336,0.20567481371188345
670,0.9867391287868096,0.2757755201684434
671,0.9144118199112135,0.8944470153670625
672,0.8379470812708454,0.8551057181151813
673,0.8902372594449953,0.741613450537675
674,0.8777335270163779,0.5715728963755322
675,0.9129791938601092,0.4896781312683999
676,0.13262421367517474,0.0504967921989411
677,0.8282436147178194,0.084208154765404
678,0.9507181181478194,0.3434143904777812
679,0.37449104821721624,0.2435496548424353
680,0.955964516663719,0.6619046555312124
681,0.9873399097119421,0.41553568212834735
682,0.5959964422559784,0.3693870244470244
683,0.6213616528332914,0.20553922622107768
684,0.8870069128290937,0.33577825426766283
685,0.43066988315956567,0.1725605239696315
686,0.8830050690577097,0.6444859714675619
687,0.9145885931170867,0.032629928664419716
688,0.8562998646322038,0.11143810307411606
689,0.3788257047953242,0.4088465342652071
690,0.7805657707375012,0.7619201252033321
691,0.9161969611129855,0.47786989897932075
692,0.937926734399462,0.9037988573562558
693,0.7277608256262533,0.16793806646940912
694,0.6859035680562986,0.4121231350956325
695,0.28515160645333903,0.5310596700862267
696,0.7712789283292412,0.8302416563244384
697,0.882424000584328,0.3767796170522818
698,0.8469727479989482,0.30510722733212003
699,0.9533623393808891,0.4778536169714641
700,0.8870689072789134,0.3728344982354822
701,0.93769515105558,0.1223750672878342
702,0.9110861322699946,0.8441682357294756
703,0.9404575445746002,0.4191786211054971
